
3 1.4e-05
4 9e-06
5 2.3e-05
6 5.3e-05
7 0.000824
8 0.002513
9 0.006424
10 0.017878
11 0.120104
12 0.388226
13 0.731353
14 3.21233
15 7.531
16 162.351
17 133.939
