-0.02525376 -1.21303657
-0.02892102 -1.21274430
-0.03337041 -1.21237057
-0.03781980 -1.21197772
-0.04226919 -1.21156578
-0.04671858 -1.21113481
-0.05116796 -1.21068487
-0.05561735 -1.21021602
-0.06006674 -1.20972830
-0.06451613 -1.20922179
-0.06987787 -1.20858506
-0.06987787 -1.20858506
-0.07341491 -1.20814612
-0.07786429 -1.20757511
-0.08231368 -1.20698529
-0.08676307 -1.20637674
-0.09121246 -1.20574954
-0.09566185 -1.20510378
-0.10011123 -1.20443954
-0.10210577 -1.20413355
-0.10456062 -1.20375107
-0.10901001 -1.20303927
-0.11345940 -1.20230899
-0.11790879 -1.20156032
-0.12235818 -1.20079337
-0.12680756 -1.20000824
-0.12861441 -1.19968203
-0.13125695 -1.19919748
-0.13570634 -1.19836333
-0.14015573 -1.19751105
-0.14460512 -1.19664078
-0.14905451 -1.19575264
-0.15350389 -1.19484055
-0.15795328 -1.19390213
-0.16240267 -1.19294597
-0.16685206 -1.19197219
-0.17219183 -1.19077901
-0.17219183 -1.19077901
-0.17575083 -1.18995909
-0.18020022 -1.18891648
-0.18464961 -1.18785659
-0.18909900 -1.18677958
-0.19093682 -1.18632750
-0.19354839 -1.18567485
-0.19799778 -1.18454549
-0.20244716 -1.18339927
-0.20825498 -1.18187599
-0.20825498 -1.18187599
-0.21134594 -1.18104292
-0.21579533 -1.17982679
-0.22024472 -1.17859427
-0.22469410 -1.17734417
-0.22914349 -1.17605755
-0.23359288 -1.17475491
-0.23804227 -1.17343643
-0.23958662 -1.17297297
-0.24249166 -1.17208702
-0.24694105 -1.17071384
-0.25139043 -1.16932527
-0.25393656 -1.16852146
-0.25583982 -1.16791079
-0.26028921 -1.16646680
-0.26473860 -1.16500790
-0.26756896 -1.16406995
-0.26918799 -1.16352461
-0.27363737 -1.16200967
-0.27808676 -1.16048039
-0.28056957 -1.15961844
-0.28253615 -1.15892444
-0.28698554 -1.15733860
-0.29143493 -1.15573901
-0.29301082 -1.15516693
-0.29588432 -1.15410650
-0.30033370 -1.15244995
-0.30495442 -1.15071542
-0.30495442 -1.15071542
-0.30923248 -1.14906731
-0.31643352 -1.14626391
-0.31643352 -1.14626391
-0.31813126 -1.14558855
-0.32258065 -1.14380379
-0.32750836 -1.14181240
-0.32750836 -1.14181240
-0.33147942 -1.14016773
-0.33592881 -1.13831322
-0.34037820 -1.13642970
-0.34482759 -1.13451670
-0.34927697 -1.13258704
-0.35372636 -1.13061508
-0.35817575 -1.12863350
-0.35856713 -1.12845787
-0.36262514 -1.12660575
-0.36707453 -1.12456556
-0.36828598 -1.12400636
-0.37152392 -1.12248610
-0.37597330 -1.12038701
-0.37772691 -1.11955485
-0.38042269 -1.11825350
-0.38487208 -1.11609532
-0.38690650 -1.11510334
-0.38932147 -1.11390536
-0.39377086 -1.11168798
-0.39583998 -1.11065183
-0.39822024 -1.10943908
-0.40266963 -1.10716249
-0.40454144 -1.10620032
-0.40711902 -1.10485213
-0.41156841 -1.10251643
-0.41302389 -1.10174881
-0.41601780 -1.10014203
-0.42129941 -1.09729730
-0.42129941 -1.09729730
-0.42491657 -1.09530636
-0.42937927 -1.09284579
-0.42937927 -1.09284579
-0.43381535 -1.09034280
-0.43826474 -1.08781848
-0.44271413 -1.08524913
-0.44497093 -1.08394277
-0.44716352 -1.08265075
-0.45251045 -1.07949126
-0.45251045 -1.07949126
-0.45606229 -1.07734807
-0.45988464 -1.07503975
-0.46051168 -1.07465416
-0.46496107 -1.07190850
-0.46709743 -1.07058824
-0.46941046 -1.06913269
-0.47416604 -1.06613672
-0.47416604 -1.06613672
-0.47830923 -1.06346978
-0.48108082 -1.06168521
-0.48275862 -1.06058495
-0.48720801 -1.05766394
-0.48786162 -1.05723370
-0.49165740 -1.05468907
-0.49610679 -1.05168630
-0.50055617 -1.04864629
-0.50101698 -1.04833068
-0.50500556 -1.04554800
-0.50739845 -1.04387917
-0.50945495 -1.04241788
-0.51390434 -1.03925469
-0.51980453 -1.03497615
-0.51980453 -1.03497615
-0.52280311 -1.03276070
-0.52583203 -1.03052464
-0.52725250 -1.02945581
-0.53175188 -1.02607313
-0.53175188 -1.02607313
-0.53755242 -1.02162162
-0.53755242 -1.02162162
-0.54060067 -1.01923893
-0.54325054 -1.01717011
-0.54505006 -1.01573770
-0.54884800 -1.01271860
-0.54949944 -1.01219050
-0.55434209 -1.00826709
-0.55434209 -1.00826709
-0.55839822 -1.00491622
-0.55973257 -1.00381558
-0.56284761 -1.00119519
-0.56502804 -0.99936407
